__time,/LCQP_controller_multipleObstacle/distance/data.0,/LCQP_controller_multipleObstacle/distance/data.1,/LCQP_controller_multipleObstacle/distance/data.10,/LCQP_controller_multipleObstacle/distance/data.11,/LCQP_controller_multipleObstacle/distance/data.12,/LCQP_controller_multipleObstacle/distance/data.13,/LCQP_controller_multipleObstacle/distance/data.14,/LCQP_controller_multipleObstacle/distance/data.2,/LCQP_controller_multipleObstacle/distance/data.3,/LCQP_controller_multipleObstacle/distance/data.4,/LCQP_controller_multipleObstacle/distance/data.5,/LCQP_controller_multipleObstacle/distance/data.6,/LCQP_controller_multipleObstacle/distance/data.7,/LCQP_controller_multipleObstacle/distance/data.8,/LCQP_controller_multipleObstacle/distance/data.9,/LCQP_controller_multipleObstacle/distance/layout/data_offset,/joint_states/header/seq,/joint_states/header/stamp,/joint_states/panda_finger_joint1/effort,/joint_states/panda_finger_joint1/position,/joint_states/panda_finger_joint1/velocity,/joint_states/panda_finger_joint2/effort,/joint_states/panda_finger_joint2/position,/joint_states/panda_finger_joint2/velocity,/joint_states/panda_joint1/effort,/joint_states/panda_joint1/position,/joint_states/panda_joint1/velocity,/joint_states/panda_joint2/effort,/joint_states/panda_joint2/position,/joint_states/panda_joint2/velocity,/joint_states/panda_joint3/effort,/joint_states/panda_joint3/position,/joint_states/panda_joint3/velocity,/joint_states/panda_joint4/effort,/joint_states/panda_joint4/position,/joint_states/panda_joint4/velocity,/joint_states/panda_joint5/effort,/joint_states/panda_joint5/position,/joint_states/panda_joint5/velocity,/joint_states/panda_joint6/effort,/joint_states/panda_joint6/position,/joint_states/panda_joint6/velocity,/joint_states/panda_joint7/effort,/joint_states/panda_joint7/position,/joint_states/panda_joint7/velocity
1709656046.162976,0.481779089,0.639817529,0.593640665,0.280139778,0.494232487,0.604594194,0.288061548,0.347155062,0.475883756,0.428991598,0.176561476,0.607539255,0.588244550,0.150015618,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.167211,,,,,,,,,,,,,,,,,91.000000000,1709656046.166871071,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.248328209,0.064203738,0.025874205,-8.085420609,-0.630668244,0.080371811,-1.567242265,0.079823218,0.028966819,22.609737396,-2.428045316,-0.005531143,0.811267078,0.027224842,0.009887451,2.261534214,1.652557692,0.044611440,-0.107848205,0.789584963,0.001057212
1709656046.196542,0.481779089,0.639317260,0.593020855,0.280101619,0.494232487,0.604018360,0.286846980,0.345884594,0.475562558,0.428255666,0.176360877,0.607433718,0.587395727,0.150001692,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.200780,,,,,,,,,,,,,,,,,92.000000000,1709656046.200483084,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.064932814,0.023377261,-8.125093460,-0.627960905,0.078539568,-1.527569413,0.080824948,0.029545871,22.609737396,-2.428201271,-0.005236373,0.787463367,0.027514751,0.008320461,2.298155308,1.653947417,0.041179773,-0.079466857,0.789581810,-0.000971528
1709656046.230446,0.481779089,0.638825841,0.592409592,0.280095281,0.494232487,0.603452861,0.285652830,0.344641620,0.475245381,0.427533633,0.176145934,0.607325505,0.586561024,0.149979620,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.233661,,,,,,,,,,,,,,,,,93.000000000,1709656046.233493090,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.065699345,0.024788671,-8.085420609,-0.625287929,0.085090063,-1.487896562,0.081823400,0.029873789,22.530391693,-2.428311461,-0.002423289,0.793872058,0.027798306,0.006091877,2.283506870,1.655378861,0.045095396,-0.107848205,0.789584244,0.001088306
1709656046.264468,0.481779089,0.638318963,0.591780272,0.280082245,0.494232487,0.602869905,0.284426341,0.343360719,0.474915919,0.426790448,0.175940621,0.607209504,0.585701741,0.149980140,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.267058,,,,,,,,,,,,,,,,,94.000000000,1709656046.266834021,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.066475925,0.021373708,-8.164766312,-0.622578593,0.082065400,-1.567242265,0.082833616,0.026287791,22.530391693,-2.428414152,-0.005245748,0.787463367,0.028085080,0.004396726,2.283506870,1.656847396,0.044140391,-0.085875548,0.789581971,-0.000286410
1709656046.298472,0.481779089,0.637787689,0.591128248,0.280041448,0.494232487,0.602259558,0.283181616,0.342053112,0.474567533,0.426014279,0.175761431,0.607083803,0.584807385,0.150001265,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.300673,,,,,,,,,,,,,,,,,95.000000000,1709656046.300303936,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.067221388,0.020832625,-8.287752151,-0.619785177,0.079184949,-1.567242265,0.083851623,0.022470367,22.649410248,-2.428539581,-0.003889545,0.770068347,0.028374773,0.006306036,2.276182652,1.658264741,0.041696917,-0.122496642,0.789582806,0.001591094
1709656046.332564,0.481779089,0.637241613,0.590463371,0.279988670,0.494232487,0.601632773,0.281964124,0.340772876,0.474205885,0.425218937,0.175596726,0.606950031,0.583892827,0.150011081,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.333812,,,,,,,,,,,,,,,,,96.000000000,1709656046.333517075,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.067934803,0.021078359,-8.533723831,-0.616883312,0.084419757,-1.567242265,0.084856553,0.030784024,22.649410248,-2.428587094,0.000762175,0.763659656,0.028644282,0.009432689,2.276182652,1.659722896,0.035692765,-0.115172423,0.789586283,0.001389258
1709656046.366597,0.481779089,0.636700943,0.589803627,0.279959218,0.494232487,0.601012434,0.280756423,0.339506296,0.473845711,0.424432746,0.175422643,0.606812389,0.582987254,0.150023073,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.367220,,,,,,,,,,,,,,,,,97.000000000,1709656046.366916895,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.089636803,0.068631796,0.019731762,-8.652742386,-0.614010338,0.084224719,-1.567242265,0.085857635,0.025809163,22.689083099,-2.428586552,0.000502184,0.787463367,0.028930487,0.002208068,2.276182652,1.661150944,0.049435768,-0.057494201,0.789575464,-0.001160401
1709656046.400397,,,,,,,,,,,,,,,,,98.000000000,1709656046.400120020,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.069390818,0.024560865,-8.490083694,-0.611095856,0.090858165,-1.527569413,0.086831978,0.031037604,22.609737396,-2.428559637,0.002510709,0.781970203,0.029207532,0.002688089,2.290831089,1.662649131,0.039741449,-0.107848205,0.789584004,0.000080306
1709656046.400542,0.481779089,0.636148839,0.589124351,0.279942807,0.494232487,0.600379030,0.279532701,0.338225253,0.473474908,0.423630559,0.175242661,0.606666035,0.582059579,0.150032657,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.433859,,,,,,,,,,,,,,,,,99.000000000,1709656046.433573961,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.089636803,0.070179919,0.019581789,-8.613069534,-0.608055072,0.090550026,-1.527569413,0.087826897,0.026867459,22.768428802,-2.428448092,0.004984319,0.775561512,0.029495695,0.006039286,2.290831089,1.664144041,0.044397179,-0.136229560,0.789587567,0.002304407
1709656046.434382,0.481779089,0.635573247,0.588416082,0.279940611,0.494232487,0.599719019,0.278287513,0.336925776,0.473085234,0.422795931,0.175048840,0.606507857,0.581093433,0.150028004,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.467030,,,,,,,,,,,,,,,,,100.000000000,1709656046.466674089,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.168982506,0.071012927,0.025215170,-8.898714066,-0.604972153,0.090530742,-1.606915116,0.088817523,0.027294324,22.768428802,-2.428256460,0.005423359,0.781970203,0.029764017,0.007588166,2.246885777,1.665710058,0.044988283,-0.079466857,0.789581809,-0.000267541
1709656046.468547,0.481779089,0.634992029,0.587700000,0.279961874,0.494232487,0.599052872,0.277039569,0.335628167,0.472689163,0.421954761,0.174842323,0.606342267,0.580118315,0.150016231,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.500276,,,,,,,,,,,,,,,,,101.000000000,1709656046.500056982,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.208655357,0.071810768,0.020928384,-8.938386917,-0.601917054,0.088417314,-1.606915116,0.089807386,0.032687572,22.927120209,-2.428049358,0.002650886,0.781970203,0.030051223,0.014436717,2.246885777,1.667231389,0.049364204,-0.072142638,0.789581493,-0.000301659
1709656046.502461,0.481779089,0.634415856,0.586995315,0.279989565,0.494232487,0.598393097,0.275818641,0.334358734,0.472294077,0.421123477,0.174640710,0.606173066,0.579156379,0.150011382,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.533729,,,,,,,,,,,,,,,,,102.000000000,1709656046.533452988,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.168982506,0.072538851,0.021741641,-8.775728226,-0.598926369,0.087933781,-1.606915116,0.090838529,0.030684349,22.689083099,-2.427771664,0.008911639,0.781970203,0.030335521,0.002185546,2.254209995,1.668792653,0.045487264,-0.064818420,0.789580648,-0.001361832
1709656046.536514,0.481779089,0.633844540,0.586309070,0.280050633,0.494232487,0.597739792,0.274628187,0.333129165,0.471901167,0.420302894,0.174420424,0.606001378,0.578212353,0.149988357,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.567205,,,,,,,,,,,,,,,,,103.000000000,1709656046.566920996,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.288001060,0.073291886,0.023356980,-8.859041214,-0.595886839,0.090627337,-1.646587968,0.091880161,0.030905361,22.768428802,-2.427494130,0.009024473,0.763659656,0.030622470,0.017252273,2.268858433,1.670355484,0.043609173,-0.072142638,0.789580983,-0.001345622
1709656046.569899,0.481779089,0.633293268,0.585645493,0.280102544,0.494232487,0.597109658,0.273477874,0.331936157,0.471519264,0.419512435,0.174223642,0.605830415,0.577301435,0.149992682,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.600684,,,,,,,,,,,,,,,,,104.000000000,1709656046.600485086,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.074041348,0.018897736,-9.144685745,-0.592723255,0.088733388,-1.567242265,0.092898013,0.030089156,23.006465912,-2.427223667,0.004904981,0.775561512,0.030887521,0.008793145,2.254209995,1.671916414,0.051330131,-0.093199767,0.789582667,0.000031020
1709656046.603458,0.481779089,0.632665675,0.584889349,0.280131230,0.494232487,0.596392627,0.272207770,0.330611391,0.471079862,0.418614294,0.174036251,0.605629587,0.576265077,0.150013060,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.633701,,,,,,,,,,,,,,,,,105.000000000,1709656046.633474112,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.208655357,0.074816973,0.021516509,-9.386690140,-0.589505149,0.091094307,-1.646587968,0.093922759,0.027355911,22.966793060,-2.426897890,0.011429459,0.763659656,0.031152575,0.007353076,2.225828648,1.673467630,0.049099511,-0.093199767,0.789582668,-0.000385657
1709656046.637527,0.481779089,0.632046662,0.584144014,0.280178134,0.494232487,0.595685809,0.270958571,0.329310926,0.470643726,0.417730449,0.173843508,0.605425239,0.575244424,0.150037295,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.667020,,,,,,,,,,,,,,,,,106.000000000,1709656046.666749954,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.168982506,0.075594791,0.021736699,-9.347017288,-0.586277442,0.084647307,-1.606915116,0.094957687,0.030770500,22.927120209,-2.426513404,0.014447734,0.770068347,0.031411131,0.003977743,2.246885777,1.675101338,0.048072372,-0.042845763,0.789574600,-0.002060419
1709656046.672661,0.481779089,0.631438002,0.583413910,0.280252747,0.494232487,0.594991310,0.269747553,0.328057609,0.470212419,0.416863686,0.173637935,0.605218610,0.574243933,0.150042227,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.700371,,,,,,,,,,,,,,,,,107.000000000,1709656046.700186968,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.076335384,0.025312755,-9.426362991,-0.582989483,0.093568209,-1.646587968,0.095996264,0.030511162,22.966793060,-2.426030791,0.013830021,0.770068347,0.031669087,0.010769703,2.233152866,1.676795231,0.048763922,-0.042845763,0.789574556,-0.001895314
1709656046.706990,0.481779089,0.630761764,0.582609669,0.280325100,0.494232487,0.594220435,0.268467658,0.326734206,0.469728735,0.415903897,0.173424241,0.604983048,0.573138516,0.150026140,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.733735,,,,,,,,,,,,,,,,,108.000000000,1709656046.733448982,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.076335384,0.025312755,-9.426362991,-0.582989483,0.093568209,-1.646587968,0.095996264,0.030511162,22.966793060,-2.426030791,0.013830021,0.770068347,0.031669087,0.010769703,2.233152866,1.676795231,0.048763922,-0.042845763,0.789574556,-0.001895314
1709656046.743012,0.481779089,0.630110759,0.581841808,0.280384732,0.494232487,0.593479023,0.267267931,0.325490984,0.469259360,0.414982994,0.173234901,0.604750364,0.572080085,0.150017620,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.767198,,,,,,,,,,,,,,,,,109.000000000,1709656046.766741037,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.077011303,0.014250161,-9.589021683,-0.579663088,0.096963979,-1.606915116,0.097025014,0.029419483,23.046138763,-2.425481392,0.015506307,0.781970203,0.031936640,0.009277952,2.246885777,1.678455877,0.057440902,-0.064818420,0.789577461,-0.001489152
1709656046.774276,0.481779089,0.629485834,0.581100549,0.280443754,0.494232487,0.592767521,0.266127053,0.324308020,0.468805008,0.414100311,0.173058802,0.604520058,0.571062380,0.150015861,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.800873,,,,,,,,,,,,,,,,,110.000000000,1709656046.800374031,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.077711036,0.019518613,-9.795320511,-0.576349652,0.097140870,-1.646587968,0.098010813,0.030517280,22.966793060,-2.424917554,0.018526432,0.781970203,0.032176867,0.001334856,2.261534214,1.680058824,0.050673529,-0.057494201,0.789579707,-0.001750025
1709656046.807617,0.481779089,0.628848739,0.580344742,0.280533829,0.494232487,0.592042546,0.264961862,0.323105908,0.468339403,0.413202387,0.172861767,0.604278901,0.570025996,0.150007918,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.833814,,,,,,,,,,,,,,,,,111.000000000,1709656046.833564043,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.078419877,0.021591754,-9.470003128,-0.573098992,0.092051486,-1.527569413,0.098977771,0.029368818,23.006465912,-2.424323289,0.015998360,0.770068347,0.032440356,0.008551781,2.276182652,1.681645255,0.054222792,-0.072142638,0.789580087,-0.000530679
1709656046.841437,0.481779089,0.628192160,0.579567395,0.280622034,0.494232487,0.591295877,0.263785352,0.321890823,0.467855750,0.412279301,0.172669478,0.604023965,0.568960289,0.150003340,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.867064,,,,,,,,,,,,,,,,,112.000000000,1709656046.866725922,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.079144543,0.020477570,-9.632661819,-0.569770568,0.093831669,-1.567242265,0.099953499,0.031940856,22.966793060,-2.423682390,0.020245159,0.758166492,0.032715453,0.006410116,2.254209995,1.683298303,0.046725460,-0.064818420,0.789576448,-0.001170651
1709656046.876785,0.481779089,0.627531840,0.578788012,0.280715671,0.494232487,0.590545471,0.262603279,0.320668336,0.467366324,0.411353407,0.172483200,0.603761202,0.567891469,0.150016191,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.900485,,,,,,,,,,,,,,,,,113.000000000,1709656046.900162935,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.208655357,0.079885911,0.020326330,-10.076997757,-0.566322291,0.099782841,-1.686260819,0.100971667,0.030174918,23.046138763,-2.423020187,0.020210569,0.751757801,0.032984634,0.004468481,2.246885777,1.684998985,0.047822786,-0.122496642,0.789582372,0.001375054
1709656046.910565,0.481779089,0.626803027,0.577933118,0.280812052,0.494232487,0.589717931,0.261339719,0.319361093,0.466821665,0.410334663,0.172287770,0.603464299,0.566716970,0.150024875,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.933806,,,,,,,,,,,,,,,,,114.000000000,1709656046.933509111,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.248328209,0.080592961,0.022688414,-10.243623734,-0.562848644,0.106534177,-1.725933671,0.101969433,0.033288498,23.125484467,-2.422307021,0.024539829,0.751757801,0.033239037,0.005443320,2.305479527,1.686653058,0.035138680,-0.100523986,0.789581440,0.000915323
1709656046.944449,0.481779089,0.626120049,0.577134586,0.280908458,0.494232487,0.588942994,0.260200529,0.318187560,0.466306954,0.409382649,0.172103194,0.603179172,0.565619547,0.150004905,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656046.967085,,,,,,,,,,,,,,,,,115.000000000,1709656046.966856956,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.168982506,0.081255324,0.023025950,-10.243623734,-0.559410164,0.094242209,-1.686260819,0.102941641,0.034834295,23.125484467,-2.421506310,0.025304892,0.770068347,0.033499177,0.002815462,2.276182652,1.688323715,0.053434663,-0.128905341,0.789584502,0.002006131
1709656046.978514,0.481779089,0.625440079,0.576339218,0.281027653,0.494232487,0.588171889,0.259075509,0.317034481,0.465791299,0.408436987,0.171905596,0.602888199,0.564528080,0.149973176,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.000618,,,,,,,,,,,,,,,,,116.000000000,1709656047.000061035,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.168982506,0.081925328,0.022022353,-10.160310745,-0.555986089,0.102487589,-1.606915116,0.103894891,0.027783340,22.887447357,-2.420632963,0.022525406,0.763659656,0.033768729,0.004657182,2.218504429,1.690051607,0.055025644,-0.100523986,0.789584614,0.000474447
1709656047.012472,0.481779089,0.624765115,0.575548607,0.281158643,0.494232487,0.587406845,0.257936141,0.315864213,0.465276747,0.407500319,0.171712032,0.602592234,0.563445240,0.149973011,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.033591,,,,,,,,,,,,,,,,,117.000000000,1709656047.033382893,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.089636803,0.082629938,0.019272725,-10.406282425,-0.552581833,0.099678813,-1.606915116,0.104843491,0.024257461,22.927120209,-2.419801498,0.022531811,0.781970203,0.034025198,0.011515286,2.240477085,1.691748637,0.049421501,-0.100523986,0.789584603,0.000642973
1709656047.047228,0.481779089,0.624083718,0.574752831,0.281323308,0.494232487,0.586635032,0.256769292,0.314670220,0.464755243,0.406557234,0.171495940,0.602286917,0.562355057,0.149981715,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.067286,,,,,,,,,,,,,,,,,118.000000000,1709656047.066904068,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.129309654,0.083356968,0.024251973,-10.485628128,-0.549164723,0.100630144,-1.606915116,0.105837491,0.034171466,23.085811615,-2.418963180,0.024411447,0.793872058,0.034292325,0.003579895,2.268858433,1.693397019,0.038686675,-0.029112855,0.789576680,-0.001943348
1709656047.080591,0.481779089,0.623401913,0.573959180,0.281521069,0.494232487,0.585863290,0.255602193,0.313483724,0.464231055,0.405616121,0.171261711,0.601974957,0.561267357,0.149978780,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.100545,,,,,,,,,,,,,,,,,119.000000000,1709656047.100253105,0.000000000,0.033856422,0.000000000,0.000000000,0.033856422,0.000000000,-0.129309654,0.084105847,0.019075837,-10.362642288,-0.545760612,0.098939843,-1.646587968,0.106845908,0.028319621,22.927120209,-2.418060664,0.028828401,0.793872058,0.034556402,0.003297377,2.246885777,1.695122713,0.051091609,-0.057494201,0.789575248,-0.001563632
1709656047.114463,0.481779089,0.622688704,0.573133292,0.281703587,0.494232487,0.585056625,0.254405556,0.312259728,0.463678368,0.404634552,0.171044776,0.601642139,0.560133946,0.149999957,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.133801,,,,,,,,,,,,,,,,,120.000000000,1709656047.133502960,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.327673912,0.084857308,0.019214019,-10.608613968,-0.542237181,0.105196515,-1.646587968,0.107869560,0.027512048,22.927120209,-2.417147599,0.026630872,0.751757801,0.034812117,0.005473520,2.246885777,1.696884204,0.049127202,-0.128905341,0.789587637,0.001073738
1709656047.149010,0.481779089,0.621952036,0.572285505,0.281860297,0.494232487,0.584224112,0.253218866,0.311039888,0.463102227,0.403623847,0.170852899,0.601291664,0.558968376,0.150026822,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.166980,,,,,,,,,,,,,,,,,121.000000000,1709656047.166749001,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.288001060,0.085539722,0.020602090,-10.933931351,-0.538612157,0.108485105,-1.725933671,0.108900777,0.028551763,23.006465912,-2.416177644,0.028847011,0.733447254,0.035062841,0.008415738,2.233152866,1.698639693,0.055504027,-0.115172423,0.789586268,0.001281948
1709656047.182858,0.481779089,0.621207378,0.571428601,0.281990462,0.494232487,0.583383070,0.252069175,0.309853450,0.462513978,0.402604745,0.170684062,0.600929454,0.557791791,0.150051300,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.200475,,,,,,,,,,,,,,,,,122.000000000,1709656047.200052023,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.089636803,0.086190330,0.013457456,-11.219575882,-0.534937694,0.106082023,-1.725933671,0.109887572,0.033356337,23.125484467,-2.415155529,0.038174847,0.758166492,0.035304583,0.005973981,2.283506870,1.700325736,0.053658277,-0.085875548,0.789582634,-0.000506144
1709656047.216764,0.481779089,0.620463425,0.570569024,0.282150764,0.494232487,0.582543188,0.250948858,0.308709244,0.461922018,0.401588749,0.170492216,0.600558842,0.556615531,0.150032171,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.233912,,,,,,,,,,,,,,,,,123.000000000,1709656047.233567953,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.086863993,0.021232184,-10.933931351,-0.531273941,0.104364919,-1.686260819,0.110814066,0.026163126,23.006465912,-2.414024815,0.028537682,0.787463367,0.035544695,0.007954122,2.254209995,1.702115969,0.052610351,-0.100523986,0.789584497,-0.000018392
1709656047.250953,0.481779089,0.619716772,0.569706492,0.282334601,0.494232487,0.581700764,0.249821601,0.307561870,0.461324595,0.400571672,0.170287386,0.600178874,0.555436700,0.150014931,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.267152,,,,,,,,,,,,,,,,,124.000000000,1709656047.266855001,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.087571793,0.026883460,-11.136262894,-0.527585777,0.116880239,-1.686260819,0.111745213,0.028169736,22.966793060,-2.412823298,0.031130454,0.746264637,0.035785865,0.001034660,2.225828648,1.703897419,0.053115219,-0.085875548,0.789578317,-0.000152529
1709656047.284467,0.481779089,0.618975281,0.568853373,0.282527079,0.494232487,0.580864785,0.248707653,0.306428931,0.460727868,0.399564589,0.170083982,0.599794387,0.554269924,0.150005058,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.300631,,,,,,,,,,,,,,,,,125.000000000,1709656047.300234079,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.088289314,0.020124344,-11.382234573,-0.523810805,0.105306348,-1.686260819,0.112707073,0.023998947,22.927120209,-2.411585037,0.036968424,0.746264637,0.036033877,0.005685164,2.261534214,1.705724985,0.047456756,-0.072142638,0.789579932,-0.000696554
1709656047.318554,0.481779089,0.618236133,0.568005704,0.282736710,0.494232487,0.580032031,0.247604770,0.305311380,0.460129742,0.398563526,0.169872059,0.599403949,0.553110242,0.149990837,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.333770,,,,,,,,,,,,,,,,,126.000000000,1709656047.333482027,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.088976657,0.016418336,-11.219575882,-0.520198330,0.108248068,-1.725933671,0.113654368,0.030053397,23.046138763,-2.410372729,0.036304713,0.746264637,0.036293446,0.002914611,2.283506870,1.707476938,0.054003587,-0.072142638,0.789577135,-0.000625093
1709656047.352735,0.481779089,0.617477556,0.567143541,0.282938467,0.494232487,0.579178167,0.246503953,0.304193518,0.459511641,0.397539629,0.169671836,0.598997094,0.551926924,0.149980081,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.367025,,,,,,,,,,,,,,,,,127.000000000,1709656047.366799116,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.288001060,0.089620795,0.015785689,-11.298921585,-0.516539822,0.116543461,-1.765606523,0.114608627,0.027064462,22.887447357,-2.409089684,0.036433809,0.763659656,0.036549068,0.009143153,2.246885777,1.709336100,0.051749670,-0.072142638,0.789580049,-0.000990365
1709656047.386713,0.481779089,0.616703546,0.566264894,0.283106086,0.494232487,0.578307484,0.245412636,0.303074696,0.458875242,0.396497705,0.169507565,0.598574042,0.550721892,0.149994941,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656047.400484,,,,,,,,,,,,,,,,,128.000000000,1709656047.400158882,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.090235484,0.017517455,-11.830537796,-0.512778857,0.114422606,-1.765606523,0.115545871,0.027479070,22.966793060,-2.407809879,0.042200922,0.763659656,0.036787748,0.008392936,2.240477085,1.711147012,0.055343654,-0.093199767,0.789582388,-0.000425252
1709656047.420721,0.481779089,0.615934443,0.565394073,0.283287801,0.494232487,0.577442910,0.244328660,0.301965136,0.458239398,0.395465311,0.169337157,0.598146003,0.549527657,0.150016886,0.471129582,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
