__time,/LCQP_controller_multipleObstacle/distance/data.0,/LCQP_controller_multipleObstacle/distance/data.1,/LCQP_controller_multipleObstacle/distance/data.10,/LCQP_controller_multipleObstacle/distance/data.11,/LCQP_controller_multipleObstacle/distance/data.2,/LCQP_controller_multipleObstacle/distance/data.3,/LCQP_controller_multipleObstacle/distance/data.4,/LCQP_controller_multipleObstacle/distance/data.5,/LCQP_controller_multipleObstacle/distance/data.6,/LCQP_controller_multipleObstacle/distance/data.7,/LCQP_controller_multipleObstacle/distance/data.8,/LCQP_controller_multipleObstacle/distance/data.9,/LCQP_controller_multipleObstacle/distance/layout/data_offset,/joint_states/header/seq,/joint_states/header/stamp,/joint_states/panda_finger_joint1/effort,/joint_states/panda_finger_joint1/position,/joint_states/panda_finger_joint1/velocity,/joint_states/panda_finger_joint2/effort,/joint_states/panda_finger_joint2/position,/joint_states/panda_finger_joint2/velocity,/joint_states/panda_joint1/effort,/joint_states/panda_joint1/position,/joint_states/panda_joint1/velocity,/joint_states/panda_joint2/effort,/joint_states/panda_joint2/position,/joint_states/panda_joint2/velocity,/joint_states/panda_joint3/effort,/joint_states/panda_joint3/position,/joint_states/panda_joint3/velocity,/joint_states/panda_joint4/effort,/joint_states/panda_joint4/position,/joint_states/panda_joint4/velocity,/joint_states/panda_joint5/effort,/joint_states/panda_joint5/position,/joint_states/panda_joint5/velocity,/joint_states/panda_joint6/effort,/joint_states/panda_joint6/position,/joint_states/panda_joint6/velocity,/joint_states/panda_joint7/effort,/joint_states/panda_joint7/position,/joint_states/panda_joint7/velocity
1709656271.629956,,,,,,,,,,,,,,12.000000000,1709656271.629681110,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.010291100,0.005348996,0.037167780,-3.324678421,-0.779092390,0.049877108,-0.583355546,0.006068246,0.044157092,22.252681732,-2.358225255,-0.010459775,0.817675769,0.003978806,0.015379920,2.524290562,1.573508673,0.008505775,-0.143553779,0.789580255,0.001976793
1709656271.662983,,,,,,,,,,,,,,13.000000000,1709656271.662811995,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.327673912,0.006596900,0.038678389,-3.285005569,-0.777301081,0.053311127,-0.702374101,0.007674326,0.045513995,22.133663177,-2.358748038,-0.014187528,0.787463367,0.004375198,0.013479069,2.545347691,1.573929316,0.011498451,-0.093199767,0.789574423,-0.000330834
1709656271.696772,,,,,,,,,,,,,,14.000000000,1709656271.696194887,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.089636803,0.007749688,0.029417737,-3.487337112,-0.775458989,0.054609050,-0.702374101,0.009148600,0.040863128,22.173336029,-2.359201066,-0.013050577,0.829577625,0.004759019,0.009526261,2.567320347,1.574401270,0.017271665,-0.107848205,0.789580210,0.000621032
1709656271.729476,,,,,,,,,,,,,,15.000000000,1709656271.729305029,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.008898871,0.032673945,-3.487337112,-0.773640667,0.055781650,-0.543682694,0.010580542,0.041387921,22.093990326,-2.359640575,-0.005428779,0.865283191,0.005114539,0.008814130,2.567320347,1.574866038,0.015557449,-0.115172423,0.789581501,0.001088765
1709656271.746702,0.563994300,0.697781212,0.541853410,0.362476028,0.522708461,0.391891647,0.402211279,0.542112579,0.346218374,0.503764515,0.363564997,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.763236,,,,,,,,,,,,,,16.000000000,1709656271.762876987,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.089636803,0.010106505,0.036512908,-3.487337112,-0.771782429,0.049701193,-0.388958573,0.012007657,0.043977511,22.332027435,-2.360065840,-0.017613016,0.865283191,0.005507142,0.007921992,2.603941441,1.575370293,0.015764231,-0.107848205,0.789580174,0.001076633
1709656271.780715,0.563994300,0.697559103,0.541596870,0.361179102,0.521317924,0.388303915,0.398653521,0.540379429,0.346218374,0.503535116,0.362411679,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.796520,,,,,,,,,,,,,,17.000000000,1709656271.796224117,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.327673912,0.011299221,0.038209615,-3.364351273,-0.770025239,0.051343684,-0.742046952,0.013656702,0.052725766,22.093990326,-2.360497934,-0.014064021,0.835070789,0.005906521,0.016129412,2.567320347,1.575856671,0.011240439,-0.136229560,0.789582264,0.001558422
1709656271.814746,0.563994300,0.697315109,0.541317114,0.359891383,0.519936671,0.384719300,0.395097667,0.538661454,0.346218374,0.503284289,0.361265372,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.829951,,,,,,,,,,,,,,18.000000000,1709656271.829694033,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.012433969,0.032763850,-3.527009964,-0.768117176,0.058470952,-0.742046952,0.015227466,0.048072169,22.213008881,-2.360895661,-0.017929152,0.858874500,0.006301991,0.004859979,2.559996128,1.576419561,0.019548966,-0.064818420,0.789572211,-0.001220783
1709656271.848868,0.563994300,0.697058667,0.541023808,0.358586689,0.518544903,0.381135549,0.391540350,0.536949130,0.346218374,0.503021094,0.360105623,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.863446,,,,,,,,,,,,,,19.000000000,1709656271.862843037,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.248328209,0.013604431,0.032564716,-3.610322952,-0.766155444,0.055103213,-0.662701249,0.016782993,0.041076409,22.252681732,-2.361300918,-0.013911797,0.841479480,0.006692171,0.016268618,2.589293003,1.576953590,0.016753013,-0.079466857,0.789574333,-0.000776745
1709656271.882863,0.563994300,0.696811752,0.540739704,0.357313393,0.517184690,0.377550660,0.387978145,0.535222840,0.346218374,0.502766751,0.358973326,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.896457,,,,,,,,,,,,,,20.000000000,1709656271.896193981,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.014751224,0.028808601,-3.610322952,-0.764247537,0.054715260,-0.702374101,0.018315368,0.043572895,22.133663177,-2.361683371,-0.010278392,0.823168933,0.007092659,0.020435410,2.538938999,1.577519308,0.018540947,-0.072142638,0.789575268,-0.001069781
1709656271.917076,0.563994300,0.696549613,0.540442070,0.356028745,0.515815305,0.373975046,0.384426808,0.533507515,0.346218374,0.502498980,0.357830294,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.929942,,,,,,,,,,,,,,21.000000000,1709656271.929533958,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.168982506,0.015858614,0.031291741,-3.975313187,-0.762269410,0.066823784,-0.861065507,0.019856283,0.045366527,22.371700287,-2.362080121,-0.009894320,0.846972644,0.007512208,0.012900246,2.574644566,1.578070612,0.018046275,-0.079466857,0.789576116,-0.001403125
1709656271.950790,0.563994300,0.696294066,0.540150659,0.354772466,0.514476829,0.370399691,0.380872945,0.531776460,0.346218374,0.502237259,0.356713094,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.963146,,,,,,,,,,,,,,22.000000000,1709656271.962846994,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.016985922,0.031428076,-3.812654495,-0.760355336,0.057298874,-0.742046952,0.021346597,0.038783472,22.252681732,-2.362451278,-0.012729568,0.841479480,0.007914983,0.005264009,2.552671909,1.578619503,0.010005083,-0.136229560,0.789582779,0.001845324
1709656271.984854,0.563994300,0.696055676,0.539874667,0.353513763,0.513129932,0.366811162,0.377298109,0.530055937,0.346218374,0.501990815,0.355593429,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656271.996526,,,,,,,,,,,,,,23.000000000,1709656271.996212006,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.018196719,0.040271984,-3.649995804,-0.758488435,0.053668736,-0.861065507,0.022835068,0.044034790,22.213008881,-2.362804424,-0.008023783,0.841479480,0.008312793,0.015318758,2.559996128,1.579179512,0.018536169,-0.136229560,0.789582255,0.001753820
1709656272.018771,0.563994300,0.695817474,0.539596467,0.352242307,0.511766093,0.363212432,0.373706643,0.528356814,0.346218374,0.501743234,0.354462648,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.030176,,,,,,,,,,,,,,24.000000000,1709656272.029805899,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.019465812,0.034619924,-3.892000198,-0.756524165,0.054437676,-0.821392655,0.024294567,0.049767009,22.252681732,-2.363142367,-0.010127986,0.835070789,0.008722216,0.007220303,2.545347691,1.579779815,0.018886447,-0.107848205,0.789579460,0.000301319
1709656272.052901,0.563994300,0.695556877,0.539298365,0.350975260,0.510410692,0.359630096,0.370136186,0.526660696,0.346218374,0.501475890,0.353334244,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.063142,,,,,,,,,,,,,,25.000000000,1709656272.062854052,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.208655357,0.020623837,0.036678021,-3.812654495,-0.754547163,0.056459566,-0.781719804,0.025787852,0.038045973,22.252681732,-2.363475125,-0.011331365,0.835070789,0.009115694,0.010543170,2.559996128,1.580369402,0.016814151,-0.128905341,0.789578351,0.000514354
1709656272.086769,0.563994300,0.695288015,0.538992676,0.349702744,0.509048959,0.356051556,0.366568917,0.524976884,0.346218374,0.501201133,0.352200775,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.096313,,,,,,,,,,,,,,26.000000000,1709656272.096048117,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.021767757,0.034557649,-4.014986038,-0.752517681,0.061973885,-0.861065507,0.027312025,0.048052931,22.252681732,-2.363798005,-0.008461030,0.817675769,0.009504497,0.008977052,2.538938999,1.580956074,0.020916071,-0.115172423,0.789576850,0.001058399
1709656272.120737,0.563994300,0.695017666,0.538683015,0.348394607,0.507649525,0.352461717,0.362985918,0.523319688,0.346218374,0.500923609,0.351036266,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.129830,,,,,,,,,,,,,,27.000000000,1709656272.129537106,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.248328209,0.023009442,0.038640785,-4.217317581,-0.750460776,0.065427965,-0.940411210,0.028843759,0.043398561,22.292354584,-2.364121051,-0.012833509,0.811267078,0.009899197,0.013670936,2.559996128,1.581534806,0.020223265,-0.072142638,0.789572270,-0.001710246
1709656272.154789,0.563994300,0.694745503,0.538373775,0.347083707,0.506244411,0.348877948,0.359413299,0.521671484,0.346218374,0.500645639,0.349867790,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.163127,,,,,,,,,,,,,,28.000000000,1709656272.162832022,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.288001060,0.024179327,0.034406160,-4.300630569,-0.748441911,0.059319510,-1.095135331,0.030426115,0.047633079,22.371700287,-2.364451866,-0.010333087,0.835070789,0.010304005,0.017136904,2.531614780,1.582112829,0.014126912,-0.128905341,0.789578740,0.001083646
1709656272.188673,0.563994300,0.694471532,0.538064796,0.345815733,0.504884589,0.345306136,0.355859356,0.520002755,0.346218374,0.500367135,0.348735240,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.196406,,,,,,,,,,,,,,29.000000000,1709656272.196158886,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.248328209,0.025289749,0.030029261,-4.260957718,-0.746461744,0.052890839,-0.980084062,0.031944129,0.047339797,22.371700287,-2.364761902,-0.009138558,0.835070789,0.010714951,0.011002945,2.538938999,1.582739368,0.015432010,-0.128905341,0.789582990,0.000808324
1709656272.222771,0.563994300,0.694202480,0.537759934,0.344583556,0.503564703,0.341735328,0.352308578,0.518313427,0.346218374,0.500092858,0.347634800,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.229797,,,,,,,,,,,,,,30.000000000,1709656272.229496956,0.000000000,0.033855762,0.000000000,0.000000000,0.033855762,0.000000000,-0.129309654,0.026398388,0.030848142,-4.300630569,-0.744479390,0.061153609,-0.980084062,0.033410584,0.043509929,22.332027435,-2.365056653,-0.011240729,0.841479480,0.011118746,0.010607107,2.516966343,1.583369136,0.011397139,-0.128905341,0.789579767,0.001047541
1709656272.256710,0.563994300,0.693931854,0.537452237,0.343326259,0.502215867,0.338157442,0.348749601,0.516648609,0.346218374,0.499816414,0.346511814,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.264280,,,,,,,,,,,,,,31.000000000,1709656272.263586998,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.049963951,0.027550848,0.026624957,-4.379976273,-0.742441486,0.061463379,-1.015789628,0.034879687,0.048268459,22.332027435,-2.365329365,-0.008700243,0.841479480,0.011514627,0.013250730,2.487669468,1.584009571,0.008368922,-0.122496642,0.789578953,0.001237254
1709656272.290771,0.563994300,0.693646898,0.537130055,0.342066569,0.500862741,0.334582915,0.345197175,0.515002674,0.346218374,0.499526362,0.345387193,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.296584,,,,,,,,,,,,,,32.000000000,1709656272.296211958,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.049963951,0.027550848,0.026624957,-4.379976273,-0.742441486,0.061463379,-1.015789628,0.034879687,0.048268459,22.332027435,-2.365329365,-0.008700243,0.841479480,0.011514627,0.013250730,2.487669468,1.584009571,0.008368922,-0.122496642,0.789578953,0.001237254
1709656272.324822,0.563994300,0.693355558,0.536802313,0.340832614,0.499539940,0.331217097,0.341853207,0.513493143,0.346218374,0.499230756,0.344284793,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.330151,,,,,,,,,,,,,,33.000000000,1709656272.329838037,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.248328209,0.028699317,0.035442579,-4.463289261,-0.740362601,0.062636213,-1.134808183,0.036369020,0.039998015,22.252681732,-2.365575171,-0.008590424,0.799365222,0.011911245,0.010675662,2.538938999,1.584636583,0.017714963,-0.100523986,0.789578443,-0.000394006
1709656272.359379,0.563994300,0.693063388,0.536473108,0.339575361,0.498191292,0.327646780,0.338310282,0.511853384,0.346218374,0.498934039,0.343160952,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.363509,,,,,,,,,,,,,,34.000000000,1709656272.362984896,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.029889743,0.033306876,-4.586275101,-0.738078433,0.065122945,-1.015789628,0.037952208,0.050042774,22.292354584,-2.365841100,-0.007479977,0.829577625,0.012327723,0.017387614,2.487669468,1.585360696,0.023233060,-0.115172423,0.789580309,0.000915224
1709656272.393226,0.563994300,0.692780806,0.536152570,0.338297744,0.496813731,0.324065666,0.334754118,0.510238300,0.346218374,0.498645899,0.342018285,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.396475,,,,,,,,,,,,,,35.000000000,1709656272.396177053,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.031037919,0.036377175,-4.665620804,-0.735979049,0.062151230,-0.980084062,0.039434223,0.042915606,22.332027435,-2.366099099,-0.005494033,0.835070789,0.012713271,0.009717091,2.516966343,1.586032656,0.020683210,-0.072142638,0.789573394,-0.001074483
1709656272.427426,0.563994300,0.692494911,0.535830551,0.337023754,0.495432108,0.320489077,0.331206233,0.508640806,0.346218374,0.498355667,0.340876803,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.431071,,,,,,,,,,,,,,36.000000000,1709656272.430284023,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.129309654,0.032245611,0.036410999,-4.665620804,-0.733914100,0.059273023,-0.940411210,0.040943508,0.040949758,22.411373138,-2.366329088,-0.009420143,0.841479480,0.013092162,0.004649657,2.538938999,1.586702393,0.023293912,-0.115172423,0.789578162,0.001015338
1709656272.460929,0.563994300,0.692203430,0.535503429,0.335762775,0.494064018,0.316917488,0.327667292,0.507044639,0.346218374,0.498060445,0.339747290,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.463482,,,,,,,,,,,,,,37.000000000,1709656272.463184118,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.168982506,0.033406701,0.036832783,-4.748933792,-0.731850180,0.064522239,-1.174481034,0.042525341,0.049243647,22.252681732,-2.366519954,-0.002182606,0.835070789,0.013492410,0.017452240,2.494993687,1.587389606,0.018605543,-0.085875548,0.789576776,0.000024673
1709656272.495086,0.563994300,0.691904347,0.535166940,0.334495152,0.492692707,0.313343834,0.324127452,0.505455234,0.346218374,0.497757087,0.338612552,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.496501,,,,,,,,,,,,,,38.000000000,1709656272.496227980,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.089636803,0.034564847,0.031885357,-4.625947952,-0.729760395,0.067305561,-1.134808183,0.044065354,0.044032811,22.332027435,-2.366700956,-0.008766955,0.817675769,0.013904927,0.014268643,2.487669468,1.588082412,0.019090165,-0.064818420,0.789572545,-0.001181093
1709656272.528813,0.563994300,0.691596955,0.534820529,0.333207495,0.491305698,0.309767823,0.320586354,0.503875619,0.346218374,0.497445009,0.337460254,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.529750,,,,,,,,,,,,,,39.000000000,1709656272.529459953,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.208655357,0.035756613,0.034267646,-4.828279495,-0.727592435,0.066452488,-1.174481034,0.045565717,0.042202987,22.292354584,-2.366877027,-0.007507820,0.811267078,0.014322346,0.011873717,2.502317905,1.588767367,0.028285228,-0.128905341,0.789582924,0.001452068
1709656272.562691,0.563994300,0.691278937,0.534466318,0.331930106,0.489940305,0.306209250,0.317071562,0.502275246,0.346218374,0.497124477,0.336315967,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.563051,,,,,,,,,,,,,,40.000000000,1709656272.562743902,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.208655357,0.036926057,0.030766032,-4.990938187,-0.725384570,0.067972379,-1.214153886,0.047054187,0.039437790,22.451045990,-2.367105050,-0.014685729,0.823168933,0.014732139,0.011790344,2.494993687,1.589479173,0.011355620,-0.064818420,0.789574718,-0.000871439
1709656272.596570,,,,,,,,,,,,,,41.000000000,1709656272.596216917,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.129309654,0.037991437,0.029101688,-5.153596878,-0.723191664,0.065111750,-1.253826737,0.048533116,0.041281543,22.530391693,-2.367366097,-0.012573052,0.817675769,0.015127449,0.008423514,2.524290562,1.590201955,0.027445193,-0.093199767,0.789574382,-0.000328649
1709656272.596763,0.563994300,0.690963275,0.534114840,0.330673046,0.488593711,0.302652856,0.313561837,0.500673568,0.346218374,0.496806404,0.335189977,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.630049,,,,,,,,,,,,,,42.000000000,1709656272.629478931,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.208655357,0.039086050,0.033330662,-5.236909866,-0.721004970,0.063418388,-1.174481034,0.049976714,0.037764307,22.490718842,-2.367574610,-0.000275725,0.823168933,0.015521014,0.010368257,2.516966343,1.590908543,0.018834463,-0.100523986,0.789575426,-0.000118788
1709656272.630816,0.563994300,0.690654813,0.533769446,0.329449275,0.487269147,0.299090459,0.310045864,0.499084881,0.346218374,0.496494544,0.334093601,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.663196,,,,,,,,,,,,,,43.000000000,1709656272.662892103,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.168982506,0.040216675,0.036610399,-5.316255569,-0.718864314,0.066059298,-1.214153886,0.051417153,0.044813917,22.411373138,-2.367701363,-0.002344326,0.805773914,0.015920783,0.014474636,2.480345249,1.591649605,0.016977548,-0.115172423,0.789576707,0.000241598
1709656272.664722,0.563994300,0.690351012,0.533429530,0.328234217,0.485946873,0.295527995,0.306531940,0.497505697,0.346218374,0.496187564,0.333003590,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.696557,,,,,,,,,,,,,,44.000000000,1709656272.696218967,0.000000000,0.033855435,0.000000000,0.000000000,0.033855435,0.000000000,-0.168982506,0.041333557,0.031023545,-5.197237015,-0.716732908,0.062801085,-1.214153886,0.052882952,0.047371609,22.371700287,-2.367797740,-0.001428033,0.805773914,0.016317429,0.016092540,2.487669468,1.592397597,0.024007470,-0.050169982,0.789572702,-0.002405832
1709656272.698998,0.563994300,0.690029465,0.533073542,0.327007779,0.484610759,0.291975104,0.303033437,0.495948704,0.346218374,0.495864761,0.331902544,0.379521827,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709656272.729494,,,,,,,,,,,,,,45.000000000,1709656272.729296923,0.000000000,0.033856090,0.000000000,0.000000000,0.033856090,0.000000000,-0.168982506,0.042375262,0.030437541,-5.197237015,-0.714592261,0.068914267,-1.293499589,0.054359608,0.040221813,22.371700287,-2.367872511,-0.000669219,0.823168933,0.016703831,0.007147668,2.502317905,1.593127970,0.018935755,-0.128905341,0.789578709,0.001135443
